Nama Rumah,Harga,Cicilan,Lokasi,Keterangan
Permata Depok,Rp 1.470.000.000,Cicilan 14.2 Juta/bulan,"Cipayung, Kota depok",LT 105 m²LB 150 m²KM 2KT 3
Perumahan Caringin Village,Rp 1.470.000.000,Cicilan 14.2 Juta/bulan,"Pancoran mas, Kota depok",LT 75 m²LB 84 m²KM 2KT 3
Villa Berlian 1 Depok,Rp 1.480.000.000,Cicilan 14.3 Juta/bulan,"Beji, Kota depok",LT 100 m²LB 70 m²KM 2KT 3
Residence One Cluster Jade,Rp 1.480.000.000,Cicilan 14.3 Juta/bulan,"Serpong utara, Kota tangerang selatan",LT 60 m²LB 75 m²KM 2KT 2
Villa Dago Pamulang,Rp 1.480.000.000,Cicilan 14.3 Juta/bulan,"Pamulang, Kota tangerang selatan",LT 97 m²LB 100 m²KM 3KT 3
Jalan Haji Bori Bekasi,Rp 1.480.000.000,Cicilan 14.3 Juta/bulan,"Jatiasih, Kota bekasi",LT 112 m²LB 120 m²KM 2KT 3
Fortune Essence Graha Raya Tangerang,Rp 1.480.000.000,Cicilan 14.3 Juta/bulan,"Ciledug, Kota tangerang",LT 60 m²LB 60 m²KM 2KT 2
Le Mirage Town House,Rp 1.480.000.000,Cicilan 14.3 Juta/bulan,"Sawangan, Kota depok",LT 84 m²LB 120 m²KM 2KT 3
Rosella Residence Bambu Apus,Rp 1.480.000.000,Cicilan 14.3 Juta/bulan,"Cipayung, Kota jakarta timur",LT 118 m²LB 70 m²KM 1KT 2
Grand Depok City Cluster Jasmine,Rp 1.480.000.000,Cicilan 14.3 Juta/bulan,"Cilodong, Kota depok",LT 112 m²LB 75 m²KM 1KT 3
Komplek HBTB,Rp 1.480.000.000,Cicilan 14.3 Juta/bulan,"Tapos, Kota depok",LT 108 m²LB 80 m²KM 2KT 3
Perumahan Gria Jakarta Pamulang,Rp 1.490.000.000,Cicilan 14.4 Juta/bulan,"Pamulang, Kota tangerang selatan",LT 90 m²LB 40 m²KM 1KT 2
Griya Kencana 2,Rp 1.490.000.000,Cicilan 14.4 Juta/bulan,"Ciledug, Kota tangerang",LT 90 m²LB 100 m²KM 3KT 4
Griya Kedaung Asri Tangerang,Rp 1.490.000.000,Cicilan 14.4 Juta/bulan,"Ciputat, Kota tangerang selatan",LT 89 m²LB 80 m²KM 2KT 2
Villa Pertiwi,Rp 1.500.000.000,Cicilan 14.5 Juta/bulan,"Cilodong, Kota depok",LT 120 m²LB 150 m²KM 2KT 3
Perumahan Mampang Indah 2,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pancoran mas, Kota depok",LT 102 m²LB 110 m²KM 2KT 3
Sentul City,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Babakan madang, Kabupaten bogor",LT 81 m²LB 120 m²KM 3KT 3
Puri Nirwana 3,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Cibinong, Kabupaten bogor",LT 96 m²LB 144 m²KM 2KT 3
Perumahan Pesona Telaga Cibinong,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Cibinong, Kabupaten bogor",LT 105 m²LB 140 m²KM 2KT 3
Bukit Cimanggu City Cluster Carnwood Blok KD 15,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Tanah sareal, Kota bogor",LT 120 m²LB 80 m²KM 3KT 3
Palem Bintaro,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pondok aren, Kota tangerang selatan",LT 144 m²LB 150 m²KM 3KT 3
Limus Pratama Regency ,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Cileungsi, Kabupaten bogor",LT 98 m²LB 150 m²KM 2KT 3
Sawangan Residence Ideal,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Bojongsari, Kota depok",LT 114 m²LB 70 m²KM 2KT 3
Bhumi Amala Residence,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Gunung sindur, Kabupaten bogor",LT 90 m²LB 69 m²KM 2KT 3
Cluster O2 Essential Home Grandwisata,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Tambun selatan, Kabupaten bekasi",LT 60 m²LB 55 m²KM 2KT 2
Griya Depok Asri,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Sukmajaya, Kota depok",LT 158 m²LB 58 m²KM 1KT 2
Perumahan Harvest City Cluster Edelwiss,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Cileungsi, Kabupaten bogor",LT 105 m²LB 75 m²KM 1KT 3
Serpong Garden,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Cisauk, Kabupaten tangerang",LT 108 m²LB 82 m²KM 2KT 3
Jalan Apel,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Tambun selatan, Kabupaten bekasi",LT 150 m²LB 250 m²KM 4KT 3
Serpong Garden 1 Cluster Studentia,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Cisauk, Kabupaten tangerang",LT 84 m²LB 100 m²KM 2KT 4
Bukit Cimanggu City Blok O6,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Tanah sareal, Kota bogor",LT 120 m²LB 90 m²KM 2KT 2
Permata Cimanggis Cluster Onyx,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Tapos, Kota depok",LT 105 m²LB 80 m²KM 2KT 3
Perumahan Depok Maharaja,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pancoran mas, Kota depok",LT 117 m²LB 225 m²KM 2KT 4
Griya Hijau Regency,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pamulang, Kota tangerang selatan",LT 123 m²LB 45 m²KM 2KT 3
Perumahan Kayumanis Residence Blok D2,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Tanah sareal, Kota bogor",LT 79 m²LB 150 m²KM 2KT 2
The Nature Resindence,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Babakan madang, Kabupaten bogor",LT 105 m²LB 55 m²KM 1KT 2
Damara Village Bogor,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Bogor utara, Kota bogor",LT 84 m²LB 90 m²KM 1KT 2
Cluster Insani Garden,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Bojongsari, Kota depok",LT 80 m²LB 96 m²KM 2KT 3
Noor Residence,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Kramatjati, Kota jakarta timur",LT 73 m²LB 100 m²KM 2KT 3
"Lavon Swancity Cluster Lavisa, Sindang Jaya - Kab.Tangerang",Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Sindang jaya, Kabupaten tangerang",LT 66 m²LB 108 m²KM 2KT 2
Dukuh Zamrud,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Mustikajaya, Kota bekasi",LT 176 m²LB 90 m²KM 2KT 3
Jalan Anyelir Timur 4 Blok K5,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Rawalumbu, Kota bekasi",LT 201 m²LB 175 m²KM 3KT 4
Bukit Pamulang Indah,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pamulang, Kota tangerang selatan",LT 205 m²LB 250 m²KM 3KT 5
Alam Persada Village,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Beji, Kota depok",LT 96 m²LB 192 m²KM 2KT 4
Perumahan Pakuan Regency,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Bogor barat, Kota bogor",LT 168 m²LB 148 m²KM 1KT 2
Nuansa Alam Residence Mungil,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Cibinong, Kabupaten bogor",LT 109 m²LB 130 m²KM 3KT 2
Taman Anyelir 3,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Cilodong, Kota depok",LT 107 m²LB 45 m²KM 1KT 2
Graha Raya Catalina,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Serpong utara, Kota tangerang selatan",LT 72 m²LB 41 m²KM 1KT 1
Bukit Golf Arcadia Cluster Vancouver,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Gunung putri, Kabupaten bogor",LT 97 m²LB 99 m²KM 2KT 2
Perumahan Taman Cibodas,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Periuk, Kota tangerang",LT 140 m²LB 120 m²KM 3KT 4
Serpong Natura City Cluster Edelweiss,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Gunung sindur, Kabupaten bogor",LT 72 m²LB 66 m²KM 2KT 3
"Taman Royal I, Jalan Pinus IV",Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Tangerang, Kota tangerang",LT 96 m²LB 72 m²KM 1KT 3
Paramount Serpong Cluster Milano,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pagedangan, Kabupaten tangerang",LT 50 m²LB 40 m²KM 2KT 2
De Arcadia Taman Mediterania,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Tapos, Kota depok",LT 149 m²LB 108 m²KM 3KT 4
Citra Garden 1,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Kalideres, Kota jakarta barat",LT 84 m²LB 51 m²KM 1KT 4
Taman Ubud Permai III,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Curug, Kabupaten tangerang",LT 81 m²LB 120 m²KM 2KT 3
Taman Ubud Bukit Chedi,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Curug, Kabupaten tangerang",LT 136 m²LB 125 m²KM 4KT 3
Metland Tambun Cluster Platinum Garden,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Tambun selatan, Kabupaten bekasi",LT 112 m²LB 69 m²KM 2KT 3
Grand Cibubur Boutique Residence,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Jatisampurna, Kota bekasi",LT 195 m²LB 160 m²KM 3KT 3
Cluster Taman Legian 1,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Babakan madang, Kabupaten bogor",LT 120 m²LB 60 m²KM 2KT 3
Komplek Pondok Duta 1,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Cimanggis, Kota depok",LT 93 m²LB 81 m²KM 1KT 3
De Botanica Residence,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Bogor utara, Kota bogor",LT 90 m²LB 105 m²KM 2KT 3
Perumahan Duta Bumi Sektor 3,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Medansatria, Kota bekasi",LT 90 m²LB 144 m²KM 4KT 4
"Aralia Green Valley, Cijayanti - Kota Bogor",Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Babakan madang, Kabupaten bogor",LT 160 m²LB 112 m²KM 2KT 3
Kampung Sawah Tangerang,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pagedangan, Kabupaten tangerang",LT 200 m²LB 200 m²KM 2KT 3
Griya Tajur Indah 2,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Bogor timur, Kota bogor",LT 172 m²LB 160 m²KM 2KT 3
Perumahan Permata Pamulang,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Setu, Kota tangerang selatan",LT 100 m²LB 120 m²KM 2KT 2
Sing Asri Residence 2,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Ciputat, Kota tangerang selatan",LT 84 m²LB 100 m²KM 3KT 3
Golden Park Serpong,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Serpong utara, Kota tangerang selatan",LT 71 m²LB 68 m²KM 2KT 3
Cluster Galaksi Asri,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Cibinong, Kabupaten bogor",LT 87 m²LB 90 m²KM 2KT 3
Perumahan Taman Duta,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Sukmajaya, Kota depok",LT 112 m²LB 200 m²KM 2KT 3
Pondok Baru Raya,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pasar rebo, Kota jakarta timur",LT 120 m²LB 220 m²KM 3KT 4
Permata Pamulang,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Setu, Kota tangerang selatan",LT 120 m²LB 196 m²KM 2KT 4
Perumahan Bogor Raya Permai,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Bogor barat, Kota bogor",LT 170 m²LB 130 m²KM 2KT 3
Jatisampurna,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Jatisampurna, Kota bekasi",LT 119 m²LB 97 m²KM 1KT 3
Villa Nusa Indah 5,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Gunung putri, Kabupaten bogor",LT 171 m²LB 120 m²KM 2KT 4
Bukit Cimanggu City Cluster Savana Arde Blok SA 22,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Tanah sareal, Kota bogor",LT 90 m²LB 90 m²KM 2KT 3
Residence 8,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Ciracas, Kota jakarta timur",LT 70 m²LB 90 m²KM 2KT 3
Kencana Loka BSD,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Serpong, Kota tangerang selatan",LT 84 m²LB 40 m²KM 1KT 2
Perum Griya Kencana II,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Ciledug, Kota tangerang",LT 105 m²LB 55 m²KM 2KT 2
Perumahan Taman Wisma Asri Bekasi,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Bekasi utara, Kota bekasi",LT 106 m²LB 138 m²KM 2KT 3
Perumahan Depok Jaya Agung,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pancoran mas, Kota depok",LT 84 m²LB 147 m²KM 3KT 4
Grand Depok City Cluster New Anggrek 2,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Sukmajaya, Kota depok",LT 120 m²LB 98 m²KM 3KT 3
Delima Residence,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Bogor barat, Kota bogor",LT 108 m²LB 220 m²KM 4KT 4
Pondok Pucung Indah 2,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pondok aren, Kota tangerang selatan",LT 100 m²LB 200 m²KM 3KT 4
Serpong Garden 1 Cluster Green Valley,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Cisauk, Kabupaten tangerang",LT 105 m²LB 85 m²KM 1KT 2
Taman Duta,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Sukmajaya, Kota depok",LT 120 m²LB 150 m²KM 2KT 3
Cluster Lestari Ciputat ,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Ciputat, Kota tangerang selatan",LT 81 m²LB 106 m²KM 1KT 3
Perumahan Taman Asri,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Cibinong, Kabupaten bogor",LT 72 m²LB 120 m²KM 2KT 3
Telaga Golf Sawangan,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Sawangan, Kota depok",LT 128 m²LB 120 m²KM 2KT 3
Jalan Kubis Dalam 1,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pamulang, Kota tangerang selatan",LT 120 m²LB 81 m²KM 2KT 3
Kota Harapan Indah,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Medansatria, Kota bekasi",LT 75 m²LB 100 m²KM 2KT 3
Pondok Kacang Prima ,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pondok aren, Kota tangerang selatan",LT 180 m²LB 125 m²KM 2KT 3
Hayya Village,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Cimanggis, Kota depok",LT 79 m²LB 61 m²KM 2KT 3
Seruni Hills,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Jatisampurna, Kota bekasi",LT 84 m²LB 72 m²KM 2KT 3
La Mansion Town House,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Jagakarsa, Kota jakarta selatan",LT 52 m²LB 100 m²KM 3KT 3
Windelrio Townhouse,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Bogor barat, Kota bogor",LT 91 m²LB 128 m²KM 3KT 4
Villa Rizki Ilhami,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Kelapa dua, Kabupaten tangerang",LT 90 m²LB 55 m²KM 1KT 2
Citra Raya Cikupa Cluster Garden Groove,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Panongan, Kabupaten tangerang",LT 136 m²LB 93 m²KM 4KT 3
Mutiara Depok,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Sukmajaya, Kota depok",LT 180 m²LB 150 m²KM 3KT 4
Jalan Purwakarta Duren Jaya,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Bekasi timur, Kota bekasi",LT 132 m²LB 145 m²KM 2KT 3
Jalan Salak Raya,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Sukmajaya, Kota depok",LT 102 m²LB 200 m²KM 3KT 4
Jalan Maharta VIII,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pondok aren, Kota tangerang selatan",LT 129 m²LB 200 m²KM 1KT 3
Perumahan Harapan Jaya,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Bekasi utara, Kota bekasi",LT 135 m²LB 65 m²KM 2KT 2
Komplek Bangun Reksa Indah,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Karang tengah, Kota tangerang",LT 120 m²LB 138 m²KM 3KT 3
Jalan Al-Hidayah,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Cipondoh, Kota tangerang",LT 81 m²LB 110 m²KM 2KT 3
Perumahan Mahogany Grove Serpong,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Serpong, Kota tangerang selatan",LT 82 m²LB 85 m²KM 2KT 3
Griya Satwika,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Ciputat timur, Kota tangerang selatan",LT 90 m²LB 70 m²KM 1KT 3
Pamulang Permai 1,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pamulang, Kota tangerang selatan",LT 120 m²LB 250 m²KM 6KT 7
Kompleks Ardhini 1,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pondokmelati, Kota bekasi",LT 88 m²LB 87 m²KM 4KT 4
Perumahan Depok Mulya 1,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Beji, Kota depok",LT 108 m²LB 108 m²KM 2KT 2
Mutiara Pulo Dukuh ,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Kramatjati, Kota jakarta timur",LT 121 m²LB 100 m²KM 2KT 3
Metland Tambun Cluster Platinum Garden,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Tambun selatan, Kabupaten bekasi",LT 90 m²LB 83 m²KM 2KT 3
Perumahan Dukuh Zamrud Mustikajaya,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Mustikajaya, Kota bekasi",LT 173 m²LB 123 m²KM 3KT 4
Perumahan Taman Yasmin Sektor 6,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Bogor barat, Kota bogor",LT 112 m²LB 250 m²KM 3KT 4
Komplek Laladon Indah,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Ciomas, Kabupaten bogor",LT 124 m²LB 120 m²KM 2KT 2
Arcadia Village Tangerang,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Kelapa dua, Kabupaten tangerang",LT 48 m²LB 59 m²KM 2KT 2
The Cozy Green Cibubur,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Cimanggis, Kota depok",LT 81 m²LB 138 m²KM 2KT 3
Perumahan Dukuh Zamrud Mustikajaya,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Mustikajaya, Kota bekasi",LT 128 m²LB 168 m²KM 3KT 2
Villa Inti Persada,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pamulang, Kota tangerang selatan",LT 120 m²LB 90 m²KM 2KT 2
Jalan Kabel Mas Bekasi,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Bekasi utara, Kota bekasi",LT 112 m²LB 120 m²KM 3KT 6
D'Talago Regency Depok,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pancoran mas, Kota depok",LT 84 m²LB 65 m²KM 2KT 2
Perumahan Citra Indah City Cluster Bukit Akasia,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Jonggol, Kabupaten bogor",LT 136 m²LB 250 m²KM 3KT 4
Permata Bintaro Sektor 9,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pondok aren, Kota tangerang selatan",LT 72 m²LB 60 m²KM 1KT 2
Cilebut Residence Cluster Anthorium,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Sukaraja, Kabupaten bogor",LT 120 m²LB 140 m²KM 2KT 3
Perumahan Bogor Asri,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Cibinong, Kabupaten bogor",LT 140 m²LB 239 m²KM 3KT 3
Perumahan Green Sinbad Residence,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Bogor barat, Kota bogor",LT 135 m²LB 80 m²KM 2KT 3
Jalan Hening Bekasi,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Jatiasih, Kota bekasi",LT 159 m²LB 78 m²KM 2KT 3
Perumahan Modern Hill Cluster Green Tranquility Pamulang,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Sawangan, Kota depok",LT 108 m²LB 74 m²KM 2KT 2
Bukit Nusa Indah,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Ciputat, Kota tangerang selatan",LT 170 m²LB 60 m²KM 1KT 3
Perumahan Graha Harapan,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Mustikajaya, Kota bekasi",LT 120 m²LB 90 m²KM 2KT 3
Kebun Raya Residence,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Ciomas, Kabupaten bogor",LT 146 m²LB 93 m²KM 2KT 4
The Green Palapa Tangerang,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Ciputat, Kota tangerang selatan",LT 68 m²LB 62 m²KM 2KT 3
Grand Depok City Cluster Grand Dahlia,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Cilodong, Kota depok",LT 100 m²LB 40 m²KM 1KT 2
Komplek Kunciran Mas Permai,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pinang, Kota tangerang",LT 201 m²LB 201 m²KM 2KT 3
Palayu Residence Bogor,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Bogor utara, Kota bogor",LT 109 m²LB 150 m²KM 2KT 3
Jalan Haji Rean Pamulang,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pamulang, Kota tangerang selatan",LT 288 m²LB 150 m²KM 1KT 4
Jalan Pepaya Raya Bekasi,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Bekasi barat, Kota bekasi",LT 90 m²LB 45 m²KM 1KT 2
Jalan Beting Asem Cilincing,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Cilincing, Kota jakarta utara",LT 90 m²LB 170 m²KM 2KT 5
Jalan Cempaka Portal Gang Marzuki,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Rawalumbu, Kota bekasi",LT 120 m²LB 228 m²KM 3KT 3
Bukit Cimanggu City Blok V4,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Tanah sareal, Kota bogor",LT 90 m²LB 130 m²KM 3KT 3
Jalan Eman Ebor,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Jatiasih, Kota bekasi",LT 300 m²LB 80 m²KM 1KT 3
Jalan Rambutan Kalisari,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pasar rebo, Kota jakarta timur",LT 60 m²LB 70 m²KM 2KT 3
Jalan Malaka Jaya Utama,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Cilincing, Kota jakarta utara",LT 120 m²LB 70 m²KM 2KT 4
Griya Loka BSD,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Serpong, Kota tangerang selatan",LT 60 m²LB 61 m²KM 2KT 2
Perumahan Gading serpong Cluster Angelonia,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pagedangan, Kabupaten tangerang",LT 91 m²LB 90 m²KM 2KT 3
Jalan Malaka 1 Gang Veteran Ujung,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Cilincing, Kota jakarta utara",LT 126 m²LB 90 m²KM 1KT 4
Cluster Al Ikhlas,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Bojong gede, Kabupaten bogor",LT 227 m²LB 125 m²KM 2KT 4
Griya Cinere,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Limo, Kota depok",LT 90 m²LB 100 m²KM 2KT 3
Jalan Muhasyim Depok,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pancoran mas, Kota depok",LT 400 m²LB 200 m²KM 2KT 3
Jalan Manggala II Tangerang,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Larangan, Kota tangerang",LT 75 m²LB 90 m²KM 2KT 2
Jalan Kebon Pedes I Bogor,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Tanah sareal, Kota bogor",LT 105 m²LB 90 m²KM 2KT 3
Family Residence Bekasi,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pondokmelati, Kota bekasi",LT 91 m²LB 85 m²KM 3KT 3
Cibinong Griya Asri,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Cibinong, Kabupaten bogor",LT 108 m²LB 65 m²KM 2KT 2
Regency Melati Mas,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Serpong utara, Kota tangerang selatan",LT 90 m²LB 69 m²KM 2KT 1
Jalan Nangka Raya Depok,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pancoran mas, Kota depok",LT 123 m²LB 90 m²KM 2KT 5
Regency Melati Mas 2,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Serpong utara, Kota tangerang selatan",LT 90 m²LB 69 m²KM 2KT 3
Grand Wisata Cluster Water Garden,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Tambun selatan, Kabupaten bekasi",LT 108 m²LB 47 m²KM 1KT 2
Jalan Persatuan Ciracas,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Ciracas, Kota jakarta timur",LT 160 m²LB 90 m²KM 2KT 3
Alesha House Vanya Park BSD,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Pagedangan, Kabupaten tangerang",LT 32 m²LB 90 m²KM 2KT 4
Perumahan Bukit Dago Cluster Terrace,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Gunung sindur, Kabupaten bogor",LT 102 m²LB 75 m²KM 2KT 2
Kavling Sawah Indah 1,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Bekasi utara, Kota bekasi",LT 163 m²LB 160 m²KM 3KT 4
Perumahan Kartika Bogor,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Bogor barat, Kota bogor",LT 100 m²LB 100 m²KM 1KT 3
Perumahan Nichoviola Residence,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Jatisampurna, Kota bekasi",LT 91 m²LB 130 m²KM 2KT 3
Permata Mansion Cluster New Diamond,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Bojongsari, Kota depok",LT 119 m²LB 65 m²KM 2KT 2
Metland Transyogi Cibubur Cluster Sierra,Rp 1.510.000.000,Cicilan 14.6 Juta/bulan,"Cileungsi, Kabupaten bogor",LT 72 m²LB 76 m²KM 2KT 4
